86.61	248.11	95.84
88.09	248.08	96.3
89.56	248.03	96.89
91.03	248.01	97.21
92.5	248	97.43
93.97	247.98	97.65
95.44	247.96	98
96.91	247.94	98.26
98.38	247.92	98.49
99.84	247.9	98.8
101.31	247.89	98.95
102.78	247.89	98.93
104.24	247.87	99.23
105.71	247.86	99.35
107.17	247.85	99.43
108.64	247.84	99.59
110.1	247.83	99.69
111.57	247.83	99.74
113.03	247.82	99.89
114.5	247.83	99.7
115.97	247.86	99.34
117.43	247.88	99.04
118.9	247.89	98.88
120.37	247.91	98.59
121.84	247.94	98.22
123.32	247.96	97.85
124.79	248	97.25
126.27	248.03	96.86
127.75	248.07	96.35
129.22	248.09	95.96
130.69	248.11	95.74
132.17	248.14	95.33
133.64	248.14	95.31
135.11	248.12	95.59
136.56	248.08	96.01
138.02	248.04	96.63
139.5	248.08	96.01
140.94	248	97.04
142.37	247.91	98.24
62.76	247.46	84.32
64.26	247.41	84.92
65.75	247.4	85.16
67.27	247.29	86.64
68.78	247.21	87.9
70.28	247.13	88.95
71.78	247.06	89.96
73.27	247.01	90.74
74.76	246.96	91.41
76.26	246.89	92.4
77.74	246.85	92.96
79.22	246.81	93.57
80.71	246.76	94.22
82.19	246.72	94.87
83.67	246.67	95.55
85.14	246.65	95.91
86.62	246.6	96.52
88.09	246.57	96.97
89.57	246.52	97.66
91.04	246.5	97.99
92.51	246.46	98.49
93.98	246.44	98.83
95.45	246.41	99.22
96.91	246.4	99.41
98.38	246.39	99.47
99.84	246.38	99.65
101.31	246.37	99.75
102.78	246.35	100.04
104.24	246.35	100.08
105.7	246.35	100.12
107.17	246.33	100.41
108.63	246.32	100.57
110.1	246.31	100.7
111.56	246.32	100.54
113.02	246.3	100.75
114.49	246.32	100.53
115.96	246.33	100.28
117.42	246.35	100.07
118.89	246.37	99.79
120.36	246.39	99.5
121.83	246.42	99.02
123.31	246.46	98.5
124.78	246.49	98.1
126.25	246.51	97.72
127.73	246.53	97.39
129.21	246.58	96.76
130.69	246.62	96.14
132.17	246.66	95.61
133.64	246.66	95.55
135.11	246.67	95.42
136.58	246.67	95.34
138.04	246.64	95.77
139.48	246.56	96.89
140.96	246.6	96.28
142.44	246.62	95.94
143.91	246.63	95.86
61.25	246.04	83.44
62.75	246.01	83.93
64.25	245.97	84.56
65.76	245.89	85.72
67.27	245.8	86.97
68.78	245.72	88.2
70.29	245.64	89.32
71.79	245.57	90.37
73.29	245.5	91.33
74.78	245.43	92.36
76.27	245.38	93.04
77.75	245.34	93.6
79.23	245.3	94.26
80.71	245.26	94.82
82.2	245.2	95.62
83.68	245.16	96.26
85.15	245.12	96.88
86.63	245.07	97.57
88.1	245.04	97.98
89.57	245.01	98.48
91.05	244.97	98.95
92.51	244.95	99.28
93.98	244.93	99.54
95.45	244.91	99.91
96.91	244.9	100
98.38	244.88	100.25
99.85	244.87	100.46
101.31	244.86	100.53
102.78	244.86	100.56
104.24	244.85	100.67
105.7	244.83	101.01
107.17	244.82	101.19
108.63	244.8	101.37
110.09	244.8	101.47
111.56	244.8	101.47
113.02	244.82	101.21
114.48	244.81	101.25
115.95	244.83	100.96
117.42	244.84	100.9
118.88	244.87	100.44
120.35	244.88	100.32
121.82	244.91	99.8
123.29	244.94	99.39
124.77	244.97	98.92
126.24	244.99	98.57
127.71	245.02	98.16
129.19	245.06	97.63
130.67	245.09	97.18
132.15	245.12	96.66
133.62	245.15	96.29
135.11	245.19	95.66
136.58	245.19	95.65
138.04	245.18	95.73
139.5	245.15	96.23
140.97	245.16	95.97
142.42	245.11	96.72
143.9	245.13	96.46
59.73	244.64	82.42
61.22	244.63	82.59
62.72	244.6	83.01
64.25	244.49	84.6
65.77	244.39	86.13
67.29	244.28	87.68
68.8	244.2	88.91
70.3	244.12	90.01
71.81	244.04	91.23
73.3	244	91.92
74.79	243.94	92.77
76.28	243.89	93.52
77.76	243.85	94.11
79.25	243.78	95.08
80.73	243.73	95.79
82.21	243.67	96.63
83.69	243.63	97.28
85.16	243.6	97.76
86.64	243.56	98.34
88.11	243.55	98.5
89.58	243.52	98.94
91.05	243.48	99.5
92.52	243.45	99.89
93.99	243.43	100.24
95.45	243.4	100.64
96.92	243.4	100.7
98.38	243.4	100.66
99.85	243.38	100.95
101.31	243.39	100.8
102.78	243.37	101.08
104.24	243.35	101.42
105.7	243.34	101.6
107.16	243.33	101.64
108.63	243.33	101.72
110.09	243.31	101.96
111.55	243.31	101.92
113.02	243.31	101.96
114.48	243.31	101.91
115.94	243.32	101.81
117.41	243.35	101.38
118.88	243.36	101.19
120.34	243.38	100.94
121.81	243.4	100.58
123.29	243.44	100.02
124.76	243.47	99.61
126.23	243.51	99.05
127.7	243.53	98.71
129.18	243.57	98.11
130.66	243.6	97.61
132.14	243.63	97.16
133.62	243.67	96.58
135.09	243.69	96.33
136.57	243.72	95.88
138.05	243.73	95.63
139.52	243.75	95.36
141	243.75	95.26
142.47	243.76	95.19
143.92	243.72	95.69
145.35	243.64	96.89
58.2	243.26	80.94
59.69	243.26	81.09
61.2	243.19	82.05
62.71	243.14	82.88
64.25	243	84.91
65.79	242.88	86.74
67.31	242.77	88.28
68.82	242.69	89.56
70.32	242.61	90.73
71.82	242.54	91.79
73.31	242.49	92.58
74.8	242.42	93.5
76.29	242.38	94.18
77.78	242.32	95.09
79.26	242.27	95.79
80.74	242.22	96.59
82.22	242.18	97.12
83.7	242.14	97.75
85.17	242.09	98.45
86.64	242.06	98.87
88.11	242.04	99.23
89.58	242.02	99.58
91.05	241.98	100.13
92.52	241.95	100.52
93.99	241.94	100.71
95.46	241.91	101.12
96.92	241.91	101.18
98.38	241.91	101.24
99.85	241.9	101.36
101.31	241.89	101.49
102.78	241.89	101.55
104.24	241.88	101.65
105.7	241.87	101.82
107.16	241.84	102.15
108.63	241.83	102.31
110.09	241.83	102.4
111.55	241.82	102.49
113.01	241.81	102.57
114.47	241.82	102.5
115.94	241.82	102.44
117.4	241.85	102
118.87	241.88	101.65
120.34	241.89	101.44
121.81	241.92	101.01
123.28	241.94	100.67
124.75	241.98	100.05
126.22	242.01	99.56
127.69	242.03	99.27
129.17	242.05	99.01
130.64	242.09	98.45
132.12	242.13	97.79
133.6	242.17	97.2
135.08	242.2	96.69
136.56	242.22	96.36
138.04	242.26	95.8
139.53	242.29	95.38
141.01	242.32	94.9
142.48	242.32	94.86
143.94	242.3	95.16
145.38	242.23	96.19
146.85	242.24	95.93
56.7	241.82	80.46
58.19	241.81	80.57
59.68	241.8	80.74
61.19	241.74	81.74
62.73	241.63	83.39
64.27	241.48	85.65
65.81	241.35	87.58
67.31	241.29	88.54
68.82	241.2	89.83
70.33	241.12	91.03
71.83	241.05	92.15
73.32	240.98	93.16
74.82	240.91	94.21
76.3	240.86	95.02
77.79	240.81	95.85
79.27	240.77	96.43
80.75	240.74	96.88
82.23	240.69	97.63
83.7	240.65	98.22
85.17	240.62	98.66
86.65	240.58	99.35
88.12	240.55	99.75
89.59	240.53	100.09
91.06	240.51	100.32
92.53	240.47	100.9
93.99	240.47	101
95.46	240.45	101.27
96.92	240.44	101.39
98.38	240.43	101.53
99.85	240.42	101.77
101.31	240.41	101.89
102.78	240.4	102.01
104.24	240.4	102.06
105.7	240.39	102.24
107.16	240.38	102.3
108.62	240.36	102.54
110.09	240.35	102.72
111.55	240.34	102.83
113.01	240.35	102.79
114.47	240.35	102.79
115.93	240.34	102.84
117.4	240.34	102.8
118.86	240.36	102.55
120.33	240.39	102.1
121.8	240.44	101.41
123.27	240.45	101.12
124.74	240.47	100.81
126.21	240.5	100.39
127.68	240.53	99.93
129.16	240.57	99.28
130.63	240.6	98.94
132.11	240.63	98.42
133.59	240.67	97.83
135.08	240.71	97.14
136.56	240.75	96.63
138.04	240.79	95.96
139.52	240.81	95.63
141	240.83	95.26
142.48	240.86	94.82
143.96	240.89	94.42
145.41	240.84	95.14
146.87	240.81	95.52
148.35	240.84	95.1
56.65	240.43	79.13
58.15	240.41	79.5
59.67	240.35	80.45
61.2	240.24	82.15
62.76	240.08	84.6
64.3	239.94	86.65
65.82	239.85	88.06
67.33	239.77	89.35
68.84	239.68	90.67
70.34	239.62	91.68
71.84	239.54	92.82
73.33	239.5	93.47
74.82	239.44	94.4
76.3	239.4	95.09
77.79	239.34	95.89
79.27	239.29	96.68
80.75	239.25	97.34
82.23	239.22	97.86
83.71	239.17	98.5
85.18	239.13	99.12
86.65	239.11	99.54
88.12	239.08	99.97
89.59	239.06	100.3
91.06	239.02	100.83
92.53	239	101.15
93.99	238.98	101.43
95.46	238.97	101.62
96.92	238.98	101.58
98.39	238.95	101.89
99.85	238.93	102.27
101.31	238.92	102.36
102.78	238.92	102.5
104.24	238.9	102.76
105.7	238.89	102.84
107.16	238.87	103.17
108.62	238.87	103.22
110.08	238.85	103.44
111.54	238.85	103.44
113	238.84	103.56
114.47	238.85	103.38
115.93	238.86	103.27
117.39	238.88	103.04
118.86	238.88	103.04
120.32	238.89	102.8
121.79	238.92	102.41
123.26	238.93	102.12
124.73	238.97	101.64
126.2	239	101.08
127.67	239.03	100.63
129.15	239.06	100.12
130.62	239.1	99.6
132.1	239.14	98.85
133.58	239.17	98.48
135.06	239.2	97.96
136.54	239.25	97.23
138.03	239.3	96.47
139.51	239.33	95.96
141	239.36	95.46
142.48	239.39	94.99
143.97	239.43	94.35
145.44	239.44	94.2
146.89	239.39	94.93
148.34	239.35	95.54
149.8	239.33	95.81
56.62	239	78.45
58.13	238.95	79.14
59.69	238.83	81.11
61.24	238.67	83.49
62.8	238.53	85.81
64.31	238.45	87
65.82	238.37	88.3
67.34	238.27	89.74
68.85	238.19	91.01
70.35	238.12	92.16
71.84	238.07	92.97
73.34	238.01	93.89
74.83	237.95	94.79
76.31	237.9	95.57
77.8	237.85	96.35
79.28	237.81	97.08
80.76	237.76	97.84
82.24	237.71	98.53
83.71	237.67	99.16
85.19	237.64	99.66
86.66	237.62	100.03
88.13	237.58	100.62
89.6	237.56	100.9
91.06	237.54	101.3
92.53	237.53	101.43
93.99	237.51	101.7
95.46	237.5	101.87
96.92	237.47	102.29
98.39	237.46	102.59
99.85	237.44	102.77
101.31	237.43	103.06
102.78	237.42	103.15
104.24	237.41	103.28
105.7	237.4	103.45
107.16	237.39	103.56
108.62	237.4	103.5
110.08	237.37	103.87
111.54	237.37	103.95
113	237.36	103.98
114.46	237.38	103.77
115.93	237.38	103.76
117.39	237.39	103.56
118.85	237.39	103.48
120.31	237.4	103.32
121.78	237.42	103.14
123.24	237.43	102.9
124.72	237.47	102.3
126.19	237.5	101.86
127.66	237.54	101.24
129.14	237.57	100.67
130.61	237.6	100.18
132.09	237.64	99.53
133.57	237.67	99.02
135.05	237.72	98.32
136.54	237.77	97.51
138.02	237.82	96.74
139.5	237.85	96.3
140.98	237.87	95.9
142.47	237.91	95.25
143.97	237.96	94.5
145.46	238.01	93.68
146.94	238.03	93.34
148.39	237.98	94.16
149.85	237.96	94.41
53.66	237.49	78.85
55.12	237.54	78.08
56.61	237.54	78.16
58.15	237.43	79.78
59.71	237.31	81.8
61.27	237.14	84.37
62.8	237.05	85.89
64.32	236.96	87.24
65.83	236.89	88.48
67.34	236.8	89.84
68.85	236.71	91.21
70.36	236.64	92.4
71.85	236.58	93.29
73.35	236.52	94.38
74.84	236.46	95.26
76.33	236.4	96.3
77.81	236.35	97.07
79.29	236.3	97.77
80.77	236.27	98.35
82.24	236.23	98.97
83.72	236.18	99.76
85.19	236.15	100.21
86.67	236.12	100.76
88.13	236.1	101.07
89.6	236.07	101.48
91.07	236.05	101.82
92.53	236.03	102.14
94	236.02	102.37
95.46	236	102.66
96.93	235.98	102.97
98.39	235.96	103.19
99.85	235.94	103.63
101.31	235.93	103.78
102.78	235.92	103.9
104.24	235.91	104.01
105.7	235.91	104
107.16	235.91	104.1
108.62	235.9	104.17
110.08	235.88	104.46
111.54	235.89	104.4
113	235.89	104.34
114.46	235.89	104.3
115.92	235.89	104.28
117.38	235.9	104.08
118.85	235.93	103.7
120.31	235.93	103.64
121.77	235.94	103.5
123.24	235.96	103.19
124.71	235.98	102.82
126.18	236.01	102.33
127.65	236.05	101.76
129.12	236.07	101.38
130.6	236.1	100.87
132.08	236.14	100.19
133.56	236.19	99.46
135.04	236.23	98.88
136.52	236.28	98.03
138.01	236.32	97.42
139.5	236.36	96.67
140.98	236.4	96.11
142.47	236.44	95.45
143.96	236.48	94.71
145.46	236.54	93.75
146.95	236.57	93.27
148.43	236.58	93.12
149.87	236.53	93.86
151.35	236.55	93.57
53.61	236.09	77.5
55.09	236.1	77.36
56.63	236.02	78.76
58.18	235.9	80.67
59.73	235.78	82.65
61.28	235.65	84.75
62.79	235.58	85.9
64.33	235.47	87.66
65.85	235.37	89.22
67.36	235.29	90.5
68.86	235.23	91.5
70.36	235.15	92.74
71.86	235.09	93.72
73.36	235.01	95.12
74.85	234.94	96.13
76.34	234.89	96.95
77.82	234.85	97.6
79.3	234.81	98.35
80.78	234.76	99.17
82.25	234.73	99.68
83.73	234.7	100.18
85.2	234.67	100.57
86.67	234.62	101.33
88.14	234.6	101.76
89.61	234.58	102.13
91.07	234.55	102.48
92.54	234.54	102.69
94	234.51	103.14
95.47	234.49	103.44
96.93	234.48	103.72
98.39	234.46	103.95
99.85	234.45	104.23
101.31	234.44	104.37
102.78	234.43	104.47
104.24	234.42	104.66
105.7	234.41	104.73
107.16	234.4	104.92
108.62	234.41	104.81
110.08	234.41	104.85
111.54	234.41	104.86
113	234.4	104.94
114.46	234.4	104.86
115.92	234.42	104.57
117.38	234.43	104.36
118.84	234.44	104.2
120.3	234.44	104.2
121.77	234.45	104.08
123.23	234.47	103.75
124.7	234.49	103.44
126.17	234.52	103.01
127.64	234.55	102.43
129.11	234.58	101.9
130.58	234.61	101.48
132.06	234.65	100.77
133.55	234.7	99.98
135.03	234.75	99.18
136.51	234.79	98.47
138	234.85	97.57
139.48	234.88	97.11
140.97	234.92	96.38
142.46	234.96	95.77
143.96	235.01	94.88
145.45	235.06	94.1
146.94	235.1	93.45
148.43	235.12	93.01
149.91	235.13	92.86
151.37	235.12	92.98
152.83	235.1	93.36
52.09	234.66	76.66
53.56	234.69	76.24
55.08	234.65	76.95
56.64	234.52	79.07
58.2	234.39	81.15
59.74	234.29	82.91
61.28	234.17	84.78
62.8	234.1	85.98
64.32	234	87.64
65.84	233.91	89.11
67.36	233.82	90.53
68.86	233.76	91.66
70.37	233.68	92.93
71.87	233.6	94.23
73.37	233.53	95.4
74.86	233.46	96.47
76.35	233.4	97.54
77.83	233.36	98.24
79.31	233.3	99.11
80.79	233.25	99.93
82.27	233.22	100.46
83.74	233.2	100.89
85.21	233.16	101.49
86.68	233.13	102.02
88.15	233.11	102.31
89.61	233.09	102.61
91.08	233.06	103.11
92.54	233.04	103.49
94.01	233.01	103.88
95.47	233.01	104.02
96.93	232.99	104.35
98.39	232.97	104.55
99.85	232.96	104.76
101.31	232.95	104.88
102.78	232.94	105.09
104.23	232.92	105.41
105.69	232.93	105.3
107.15	232.93	105.26
108.61	232.92	105.41
110.07	232.91	105.58
111.53	232.91	105.6
112.99	232.91	105.55
114.45	232.92	105.43
115.91	232.92	105.36
117.37	232.94	105.1
118.84	232.96	104.64
120.3	232.97	104.53
121.76	232.96	104.66
123.22	232.97	104.49
124.69	233	104.09
126.16	233.02	103.77
127.63	233.06	103.1
129.1	233.08	102.67
130.57	233.12	102.04
132.05	233.15	101.51
133.53	233.19	100.89
135.01	233.23	100.2
136.49	233.28	99.35
137.99	233.35	98.26
139.47	233.39	97.59
140.97	233.44	96.72
142.45	233.48	96.03
143.95	233.53	95.24
145.44	233.57	94.59
146.94	233.63	93.6
148.44	233.67	92.78
149.93	233.7	92.25
151.41	233.71	92.1
152.89	233.72	91.99
154.34	233.68	92.58
52.05	233.24	75.61
53.54	233.24	75.69
55.09	233.15	77.27
56.65	233.02	79.4
58.2	232.91	81.22
59.74	232.8	83.13
61.28	232.7	84.75
62.81	232.6	86.46
64.33	232.51	87.98
65.85	232.42	89.41
67.36	232.34	90.87
68.88	232.25	92.34
70.38	232.18	93.57
71.88	232.1	94.87
73.38	232.02	96.16
74.87	231.97	97.08
76.35	231.92	97.81
77.84	231.86	98.78
79.32	231.82	99.6
80.8	231.77	100.38
82.27	231.73	101
83.75	231.7	101.59
85.22	231.66	102.15
86.69	231.64	102.55
88.15	231.61	103.08
89.62	231.59	103.39
91.09	231.56	103.96
92.55	231.53	104.36
94.01	231.51	104.67
95.47	231.49	104.99
96.94	231.48	105.17
98.4	231.47	105.34
99.86	231.47	105.4
101.32	231.46	105.58
102.78	231.45	105.77
104.23	231.44	105.92
105.69	231.44	105.94
107.15	231.44	105.82
108.61	231.44	105.89
110.07	231.43	106.13
111.53	231.42	106.24
112.99	231.42	106.23
114.44	231.42	106.24
115.91	231.43	106.03
117.37	231.45	105.62
118.83	231.46	105.51
120.29	231.48	105.21
121.75	231.47	105.34
123.21	231.48	105.08
124.68	231.5	104.74
126.14	231.52	104.44
127.61	231.54	104.07
129.09	231.58	103.41
130.56	231.61	102.93
132.03	231.65	102.34
133.51	231.68	101.84
134.99	231.72	101.02
136.48	231.78	100.04
137.97	231.83	99.16
139.46	231.9	98.13
140.95	231.95	97.2
142.44	231.98	96.63
143.93	232.03	95.85
145.43	232.09	94.88
146.93	232.14	93.92
148.43	232.19	93.03
149.93	232.23	92.4
151.43	232.28	91.53
152.91	232.29	91.41
154.38	232.28	91.51
51.98	231.86	73.92
53.53	231.77	75.55
55.08	231.67	77.25
56.66	231.53	79.65
58.2	231.42	81.46
59.75	231.31	83.36
61.29	231.21	85.08
62.82	231.11	86.77
64.34	231.02	88.34
65.86	230.93	89.86
67.38	230.83	91.54
68.89	230.74	93.04
70.4	230.67	94.34
71.9	230.59	95.6
73.39	230.53	96.73
74.88	230.47	97.7
76.36	230.43	98.41
77.85	230.37	99.33
79.33	230.32	100.22
80.81	230.28	100.99
82.28	230.24	101.67
83.75	230.2	102.25
85.23	230.17	102.83
86.69	230.15	103.21
88.16	230.11	103.83
89.63	230.07	104.44
91.09	230.05	104.82
92.56	230.03	105.16
94.02	230	105.66
95.48	229.99	105.91
96.94	229.98	106.01
98.4	229.97	106.18
99.86	229.96	106.33
101.32	229.96	106.4
102.78	229.96	106.35
104.23	229.95	106.51
105.69	229.94	106.69
107.15	229.93	106.83
108.61	229.94	106.77
110.07	229.93	106.89
111.52	229.93	106.9
112.98	229.94	106.79
114.44	229.94	106.69
115.9	229.95	106.49
117.36	229.97	106.24
118.82	229.97	106.15
120.28	229.98	106.01
121.74	229.99	105.81
123.2	230	105.67
124.67	230	105.57
126.13	230.02	105.2
127.6	230.06	104.64
129.08	230.1	103.94
130.55	230.14	103.14
132.02	230.16	102.81
133.5	230.21	102.07
134.97	230.22	101.74
136.46	230.27	100.89
137.94	230.32	100.12
139.44	230.39	98.99
140.93	230.44	98.04
142.43	230.5	97.09
143.92	230.55	96.09
145.42	230.6	95.23
146.92	230.66	94.23
148.43	230.72	93.24
149.93	230.77	92.27
151.44	230.82	91.47
152.94	230.87	90.65
154.42	230.87	90.5
155.89	230.87	90.6
50.46	230.42	73.24
51.98	230.38	73.84
53.55	230.26	75.93
55.11	230.14	78.08
56.66	230.03	79.91
58.21	229.92	81.85
59.76	229.81	83.82
61.3	229.71	85.56
62.83	229.61	87.28
64.36	229.52	88.9
